inchikey,smiles,pchembl,chembl_id,selfies
JUAWRCUWVAJJIT-AREMUKBSSA-N,O=c1c2c(oc(O)c1[C@@H](c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2,9.05,CHEMBL16337,[O][=C][C][=C][Branch2][Branch1][Ring2][O][C][Branch1][C][O][=C][Ring1][#Branch1][C@@H1][Branch2][Ring2][Ring1][C][=C][C][=C][C][Branch2][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][C][C][C][Ring1][Ring1][C][C][C][C][C][C][Ring2][Ring2][Ring2]
JUAWRCUWVAJJIT-SANMLTNESA-N,O=c1c2c(oc(O)c1[C@H](c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2,9.4,CHEMBL275888,[O][=C][C][=C][Branch2][Branch1][Ring2][O][C][Branch1][C][O][=C][Ring1][#Branch1][C@H1][Branch2][Ring2][Ring1][C][=C][C][=C][C][Branch2][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][C][C][C][Ring1][Ring1][C][C][C][C][C][C][Ring2][Ring2][Ring2]
JUAWRCUWVAJJIT-UHFFFAOYSA-N,O=c1c2c(oc(O)c1C(c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2,8.72,CHEMBL16349,[O][=C][C][=C][Branch2][Branch1][Ring2][O][C][Branch1][C][O][=C][Ring1][#Branch1][C][Branch2][Ring2][Ring1][C][=C][C][=C][C][Branch2][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1][=C][Ring2][Ring1][Ring2][C][C][C][Ring1][Ring1][C][C][C][C][C][C][Ring2][Ring2][Ring2]
JUHVKHSKMQWQKM-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(CCc3ccc(N)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1OS(=O)(=O)Cn1ccnc1,8.66,CHEMBL86226,[C][C][=C][C][Branch2][Ring2][Branch1][S][C][=C][Branch1][C][O][O][C][Branch1][=C][C][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Ring2][Ring1][Ring1][=O][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring2][Ring1][#C][O][S][=Branch1][C][=O][=Branch1][C][=O][C][N][C][=C][N][=C][Ring1][Branch1]
JUJMPZFJVPIGLL-NREVGYPESA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(O)cc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,-1.4799999999999969,CHEMBL130649,[C][C][Branch1][C][C][C@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch1][=C][N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C]
JUNAZRZCWVUSAR-GIWKVKTRSA-N,Cc1ccc(Cl)cc1N1CCN(Cc2cn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)C3CCCCC3)nn2)CC1,,CHEMBL219018,[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][C][N][Branch2][Branch1][C][C][C][=C][N][Branch2][Ring2][=Branch1][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][N][=N][Ring2][Ring1][=C][C][C][Ring2][Ring2][Branch1]
JUOQYFXFIPHIFL-UHFFFAOYSA-N,CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cc3)c2)=C(O)O1,8.1,CHEMBL21281,[C][C][C][C][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][C][Branch2][Ring2][=Branch1][C][Branch1][Ring1][C][C][C][=C][C][=C][C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][C][#N][C][=C][Ring1][Branch2][=C][Ring2][Ring1][C][=C][Branch1][C][O][O][Ring2][Ring2][Branch1]
JUQPIABICJKAQY-KTJDEMTHSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(OC1CCCC1)S(=O)(=O)c1ccc2c(c1)OCCO2)O[C@H]1CO[C@H]2OCC[C@H]21,11.30102999566398,CHEMBL439853,[O][=C][Branch2][Branch1][Branch1][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][Branch1][=Branch2][O][C][C][C][C][C][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][Ring1][#Branch1][O][C@H1][C][O][C@H1][O][C][C][C@H1][Ring1][Branch1][Ring1][Branch2]
JURDBPGNQJYMSK-YGPDHOBYSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(N)cc1Cl,8.47,CHEMBL93481,[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][Cl]
JUWLBYNZMBLYJC-NREVGYPESA-N,Cc1cn(CCO)c(=O)n(CCOC(=O)[C@@H](NC(=O)[C@H](NCc2ccccc2)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)C(C)C)c1=O,-2.7399999999999967,CHEMBL344559,[C][C][=C][N][Branch1][Ring2][C][C][O][C][=Branch1][C][=O][N][Branch2][=Branch1][#C][C][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Branch1][#C][N][C][=Branch1][C][=O][C@H1][Branch1][O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][S][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Ring2][Branch1][O][=O]
JVAIFRVNMGZFOG-RRPNLBNLSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccccc2oc1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,6.53,CHEMBL4760876,[C][C][Branch1][C][C][C][N][Branch2][Ring2][=Branch1][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
JVBMLUUKYDVROE-OBXRUURASA-N,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,9.05,CHEMBL337283,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2]
JVDFUPMBQCRDJZ-GBQWFTGNSA-N,Cc1cc(C(=O)N(C)C)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1COC2OCCC21,,CHEMBL121688,[C][C][=C][C][Branch1][#Branch2][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Ring1][N][O][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][O][C][O][C][C][C][Ring1][Branch1][Ring1][Branch2]
JVLYMXJLVGTNNY-NXMHNROOSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)C(O)(S)C(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,5.95,CHEMBL3350202,[C][C][C@H1][Branch1][C][C][C@H1][Branch2][=Branch1][P][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][O][Branch1][C][S][C][Branch1][C][O][C@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1]
JVNACELYFBDLLA-LOSJGSFVSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN1CCOCC1)S(=O)(=O)c1ccc(N)cc1,8.07,CHEMBL4634362,[C][C][Branch1][C][C][C][N][Branch2][Ring1][S][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][C][O][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]
JWBQJFQJMZJIND-IXPQRLSKSA-N,CC(C)[C@H](C(=O)N[C@H]1C(O)=Cc2ccccc21)[C@H](O)[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CO)NC(=O)COc1cccc2ccccc12,7.52,CHEMBL315366,[C][C][Branch1][C][C][C@H1][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][Branch1][C][O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
JWCCNKRACRPOPV-JHYFLRLNSA-N,C/C(=C\C(=O)N(C)[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1cccs1)S(=O)(=O)c1cc(F)c(F)cc1F)C(F)(F)F,7.28,CHEMBL3349445,[C][/C][=Branch2][Branch1][N][=C][\C][=Branch1][C][=O][N][Branch1][C][C][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][C][F][C][=C][Ring1][Branch2][F][C][Branch1][C][F][Branch1][C][F][F]
JWCCTWQEZATYNQ-ZRTHHSRSSA-N,O=C1N(Cc2ccc(C(F)(F)F)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(C(F)(F)F)cc1,7.29,CHEMBL316433,[O][=C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring2][C][C][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][#Branch2]
JWEXKLDXNNGJMP-YTMVLYRLSA-N,CC(C)(C)NC(=O)c1ccccc1N(Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,5.301029995663981,CHEMBL151335,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C]
JWFTWVQDJNNTRU-XFCANUNOSA-N,CC(C)(C)NC(=O)c1c(OC[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2ccc3c(c2)S(=O)(=O)c2ccccc2C3=O)ccc2ccccc12,7.22,CHEMBL177011,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][=C][Branch2][=Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=O][C][=C][C][=C][C][=C][C][=C][Ring2][Branch1][C][Ring1][=Branch1]
JWGRPULBGOAZNR-UJTUJTOWSA-N,O=C1N(Cc2cccc(-c3cc[nH]n3)c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1,10.0,CHEMBL264852,[O][=C][N][Branch2][Ring1][Ring1][C][C][=C][C][=C][C][Branch1][Branch2][C][C][=C][NH1][N][=Ring1][Branch1][=C][Ring1][O][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring2][Ring2][C][C][C][=C][C][=C][C][Branch1][Branch2][C][C][=C][NH1][N][=Ring1][Branch1][=C][Ring1][O]
JWHJBCAUIIRKGP-UHFFFAOYSA-N,Cc1cccc(-c2cc(O)c(Sc3ccccc3C(C)C)c(=O)o2)c1,7.85,CHEMBL275546,[C][C][=C][C][=C][C][Branch2][Ring1][S][C][=C][C][Branch1][C][O][=C][Branch1][#C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][O][Ring2][Ring1][C][=C][Ring2][Ring1][Branch2]
JWLUWRQTSIPJQS-JJZURMAISA-N,CCC(O)c1cnc([C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)s1,6.14,CHEMBL315930,[C][C][C][Branch1][C][O][C][=C][N][=C][Branch2][Ring2][N][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][S][Ring2][Ring1][S]
JWOUDJDPFBZTKY-JCNGBVNSSA-N,COCCOCCOCCOc1ccccc1C(=O)NC(CC1CCCCC1)[C@@H](O)[C@H](O)[C@H](C(=O)N[C@H]1c2ccccc2CC1O)C(C)C,6.698970004336019,CHEMBL176840,[C][O][C][C][O][C][C][O][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C@H1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=Branch2][O][C][Branch1][C][C][C]
JWSUBFSSCJHLQP-QXKHLZOYSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H](OC(C)(C)C)CN1CC(O)CNC(=O)[C@@H]1N[C@@H](C(NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C,5.8,CHEMBL122261,[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C@@H1][Branch1][#Branch2][O][C][Branch1][C][C][Branch1][C][C][C][C][N][Ring1][#Branch2][C][C][Branch1][C][O][C][N][C][=Branch1][C][=O][C@@H1][N][C@@H1][Branch2][Ring1][S][C][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring2][Ring1][#Branch2][Branch1][C][C][C]
JWWUDNFHBYGDPE-ROHNOIKCSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)O,6.79,CHEMBL2367848,[C][C][Branch1][C][C][C@H1][Branch2][Ring2][P][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O]
JWYLJKYZDLQQHI-ZKMPZPQNSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CCS(=O)(=O)C2)cc1,8.92,CHEMBL161005,[C][O][C][=C][C][=C][Branch2][Branch1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][C][C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C@H1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][Ring1][#Branch1][C][=C][Ring2][Ring2][Ring2]
JWZDCFNILWOTAP-DNEFNOKRSA-N,C[C@@H](c1ccccc1)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,5.29,CHEMBL607102,[C][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring2][#C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
JWZDCFNILWOTAP-GICVFCHBSA-N,CC(c1ccccc1)N(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,5.29,CHEMBL71012,[C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring2][#C][C][C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
JWZDCFNILWOTAP-KHYBTIFKSA-N,C[C@H](c1ccccc1)N(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,5.19,CHEMBL305767,[C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring2][#C][C][C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
JWZDCFNILWOTAP-QVDUQQMDSA-N,C[C@H](c1ccccc1)N(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C,5.19,CHEMBL607101,[C][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring2][#C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C]
JXBKSJFOHYUWPQ-UHFFFAOYSA-N,Cc1ccccc1CNC(=O)C1N(C(=O)C(O)C(Cc2ccccc2)NC(=O)COc2c(C)cccc2C)CSC1(C)C,,CHEMBL363697,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][N][Branch2][Ring2][Branch2][C][=Branch1][C][=O][C][Branch1][C][O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][O][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][C][S][C][Ring2][Ring1][=C][Branch1][C][C][C]
JXCRNYYHOBWABD-PSWJWLENSA-N,CNC(=O)c1cccc(CN2[C@@H](COc3ccccc3)[C@@H](O)[C@H](O)[C@H](COc3ccccc3)N(Cc3cccc(C(=O)NC)c3)S2(=O)=O)c1,7.41,CHEMBL3350106,[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][=Branch1][C][C][N][C@@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][C][C][C][=C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch2][S][Ring2][Ring2][Ring2][=Branch1][C][=O][=O][=C][Ring2][Ring2][=N]
JXCRNYYHOBWABD-WZJLIZBTSA-N,CNC(=O)c1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(C(=O)NC)c3)S2(=O)=O)c1,8.21,CHEMBL436262,[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][=Branch1][C][C][N][C@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][C][C][C][=C][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch2][S][Ring2][Ring2][Ring2][=Branch1][C][=O][=O][=C][Ring2][Ring2][=N]
JXMMIWDWHVCNTF-UHFFFAOYSA-N,CCC(C1=C(O)OC(CCC2CC2)(CCC2CC2)CC1=O)c1cccc(NS(=O)(=O)c2cn(C)cn2)c1,8.77,CHEMBL332043,[C][C][C][Branch2][Ring1][#C][C][=C][Branch1][C][O][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][Ring1][Branch1][Branch2][C][C][C][C][C][Ring1][Ring1][C][C][Ring1][P][=O][C][=C][C][=C][C][Branch2][Ring1][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][N][Branch1][C][C][C][=N][Ring1][=Branch1][=C][Ring1][S]
JYCRZVGDFQMBST-KKUQBAQOSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)C,6.58,CHEMBL317077,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#C][C][C@@H1][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C]
JYCRZVGDFQMBST-NPGWBMRXSA-N,CC(C)CN(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(C)C,6.58,CHEMBL71108,[C][C][Branch1][C][C][C][N][Branch2][Ring2][#C][C][C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C]
