inchikey,smiles,pchembl,chembl_id
ANEBJGIFIOJABN-AEZBWTHASA-N,CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2nnc(-c3ccccc3)o2)C(=O)N[C@H]2CCOC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,11.0,CHEMBL364855
ANKPUTRMKJLGNT-ZRTHHSRSSA-N,O=C1N(Cc2ccc3[nH]c(O)nc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2[nH]c(O)nc2c1,11.0,CHEMBL316681
ANLVVMZSLVRVEZ-PNTFMKQHSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(C)=O)cc1,9.93,CHEMBL456067
ANNUMOOPAZTSPK-PDUYYWEESA-N,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cc2cnccc2s1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccc(Cl)cc3)s2)C[C@H]1C(=O)NCC(F)(F)F,10.3,CHEMBL199209
ANOBATDKYAONHG-UHFFFAOYSA-N,CCCCCC1(c2ccccc2)CC(=O)C(SCCc2ccccc2)=C(O)O1,7.08,CHEMBL340859
ANQYWJUUKHEXEZ-ATAZIPLOSA-N,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(CCc3cccs3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,9.23,CHEMBL301260
ANRSVAQZADUCGP-HFCFLWKCSA-N,CC(C)C(NC(=O)CC[C@H](O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O,5.19,CHEMBL359790
ANSHJKCMMQZGDP-NYDCQLBNSA-N,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N(Cc1ccccc1)NC(=O)c1cccc(O)c1C,8.52,CHEMBL367679
ANSHZDMYHXJHSM-QPMRDEQLSA-N,CC(C)C(NC(=O)N(C)Cc1ccc(N)cn1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cccnc1,,CHEMBL155170
ANUZDKWLVLGFCY-LOFFRUMASA-N,CC(C)[C@H](NC(=O)OCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,8.07,CHEMBL107125
ANWSPADNYQYLRB-GVXSCFBNSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCNC2)cc1,6.22,CHEMBL5419886
ANWSPADNYQYLRB-IEZKXTBUSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCNC2)cc1,6.39,CHEMBL5402855
ANYYECGOBFIXOD-LVBGDVJJSA-N,COP(=O)(C(Cc1ccccc1)NC(=O)C(F)(F)F)N1CCC[C@H]1C(N)=O,4.36,CHEMBL158393
AOKKLFYBMYGIFF-ATPMJKPXSA-N,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CCCOc1ccc2ccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C)[C@@H](C)O)cc2c1)[C@@H](C)O)C(C)C)C(C)C,,CHEMBL2371652
AOKZGGWSSNWWSS-GWMMUDDPSA-N,COCC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6.38,CHEMBL344953
AOLQBHBDLWMQMX-BANMPPSNSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.57,CHEMBL295904
AOLQBHBDLWMQMX-JITMHATOSA-N,CC(C)(C)OC(=O)NC(Cc1ccccc1)[C@@H](O)CC(Cc1ccc([N+](=O)[O-])cc1)C(=O)NC1c2ccccc2C[C@@H]1O,9.57,CHEMBL342700
AOLQBHBDLWMQMX-YXRRNMOASA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,9.57,CHEMBL322897
AOMZDQMIOCTPQP-CFSTZTOESA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,9.31,CHEMBL151663
AOMZDQMIOCTPQP-QHQMVRJISA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.74,CHEMBL1233940
AOOFLSKVUSMNKF-NSZWGDNYSA-N,COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C,6.3,CHEMBL407010
AOOMDOSCXSIDMV-SVBPBHIXSA-N,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)CCc1ccccc1,8.57,CHEMBL51463
AOOUKNIZXIPRPV-YVHASNINSA-N,CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2ccc(cc2)OCCCCNC1=O,7.77,CHEMBL326070
AOYQNSAQRCGHJH-AOLGGSBGSA-N,CC[C@@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc(OC)cc1,9.93,CHEMBL458664
AOYWEGCRPIXKGA-DKKAXPHCSA-N,COc1ccc([C@H]2[C@]3(CO)C4N(C)C5[C@]2(CO)C2N(C)C3[C@]4(CO)[C@H](c3ccc(OC)cc3)[C@]52CO)cc1,3.7099653886374817,CHEMBL4524113
AOYXHSKLMZDHPN-UHFFFAOYSA-N,O=C(O)c1cccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)c1,8.35,CHEMBL16754
AOZZDVARVHBKHM-UHFFFAOYSA-N,Nc1cccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)c1,8.64,CHEMBL16387
APGZKKRQFBWFEP-PCPGVINSSA-N,CCCC[C@H](CC(O)C[C@@H](CCCC)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)OC)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)OC,7.12,CHEMBL41965
APIFHNMHDDKVGD-UHFFFAOYSA-N,CN(Cc1ccccc1)C(=O)C(=O)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,2.3010299956639813,CHEMBL432761
APIPLLBUSGFYKP-VIHJOENHSA-N,CC(C)(c1ncc(-c2ccc(Cl)cc2)s1)N1CCN(C[C@@H](O)C[C@@H](Cc2cc3cnccc3s2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,10.4,CHEMBL382951
APPCBFIMNYYQRC-UHFFFAOYSA-N,O=S(=O)(c1ccccc1)c1c(C2=NCCN2)[nH]c2ccc(Cl)cc12,8.19,CHEMBL264184
APPQMWKQFRWSJQ-UHFFFAOYSA-N,Cc1ccccc1-c1cc(O)c(Sc2ccccc2C(C)C)c(=O)o1,5.87,CHEMBL12484
APQPRKLAWCIJEK-UHFFFAOYSA-N,NCCSSCCN,,CHEMBL61350
APUQDJYVNAUUPK-IVIIFCHOSA-N,Cc1ccc(C[C@H](NC(=O)c2ccc(C)c(O)c2C)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)cc1,8.07,CHEMBL117024
APVHMHKIVNGOGH-TUSQITKMSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1c(Cl)ccc(N)c1Cl,7.51,CHEMBL93120
APXGHZOGOVLNCM-GIWKVKTRSA-N,Cc1ccc(Cl)cc1N1CCN(Cc2cn([C@@H](Cc3ccccc3)[C@H](Cc3ccccc3)NC(=O)NC3CCCCC3)nn2)CC1,,CHEMBL189218
APXHKVJRHHJRLS-KCOOYEKVSA-N,CCNC(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2NCSC2(C)C)C(C)(C)S1,5.06,CHEMBL326249
APYLHGQERCKLFK-KMCBLFQRSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cnc3ccoc3c2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,9.77,CHEMBL408413
APZQTNYHRGJMHZ-IKYOIFQTSA-N,Cc1ccncc1C(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,9.4,CHEMBL378829
AQDZSPFFMWBAMX-UHFFFAOYSA-N,O=C(O)c1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)c4c(oc3=O)CCCCCC4)C3CC3)c2)cc1,7.96,CHEMBL16711
AQHSSLLWRJGUHE-UHFFFAOYSA-N,Cc1ccc(COCC(OCc2ccccc2)C(O)C(O)C(COCc2ccc(C)cc2)OCc2ccccc2)cc1,5.52,CHEMBL121243
AQINOYIEBRTDSI-UHFFFAOYSA-J,CC1(C)CC2(CC(C)(C)c3cc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])cc32)c2cc(OS(=O)(=O)[O-])c(OS(=O)(=O)[O-])cc21.[K+].[K+].[K+].[K+],5.7,CHEMBL292736
AQJMQHHHIHGOCQ-NHTMILBNSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccccc1)c1nc(C=O)c[nH]1,5.46,CHEMBL106776
AQMAERLRGBNCSB-PGPFONJOSA-N,CONC(=O)[C@H](NC(=O)C[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,8.0,CHEMBL78312
AQMCGYBGJJWMDS-UHFFFAOYSA-N,CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NS(=O)(=O)c3cccnc3)c2)C2CC2)c(=O)o1,7.92,CHEMBL78357
AQSCKLPAYKBBCU-MYKRZTLLSA-N,COc1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)c1,7.64,CHEMBL541982
AQSPQRYYUJKXGM-NFSPSGFISA-N,O=C(NC1c2ccccc2C[C@H]1O)[C@H](SCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](SCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,8.55,CHEMBL324945
AQSULLWEJRPAKF-XSCSUYHOSA-N,CN(CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1CCCC[C@@H]1NC(=O)c1ccc2ccccc2n1)[C@@H](CC1CCCCC1)C(=O)NC(C)(C)C,5.853871964321762,CHEMBL41955
AQZNBJCKLALSOU-UHFFFAOYSA-N,CC(C)CN(CC(O)CN(CC(C)C)C(=O)NC(C)(C)C)C(=O)NC(C)(C)C,,CHEMBL76542
ARBFDFUYDDALSU-GIKUREFASA-N,CSC(C)(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,8.59,CHEMBL154416
ARBHRDYKMSMMEU-ZCFIWIBFSA-N,NC(=O)OC[C@@H]1CCCOC1,6.16,CHEMBL354897
ARDCKWVEEJWENX-ZJULIBPYSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)CC(O)(CO)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)C(=O)NCc1nc2ccccc2[nH]1,7.16,CHEMBL290749
ARFBLXMRIAVUIU-AOKIYKMRSA-N,CCC(C)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)O)C(=O)N[C@H](Cc1ccccc1)C(N)=O,6.42,CHEMBL190450
ARFWEJPKRPPMNX-ZBCLOIOMSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2c(F)cccc2F)CCN1C[C@@H](O)C[C@@H](Cc1ccncc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.32,CHEMBL319053
ARGINUMNBCUKGF-BIOQCECJSA-N,O=C(Nc1ccccn1)c1cccc(CN2C(=O)N(Cc3cccc([N+](=O)[O-])c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1,10.02,CHEMBL434427
ARIBKFCQLPPSAN-VANJGWEZSA-N,CC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@@H](C)O,,CHEMBL138588
ARJVZLAQUOSIFR-RRPNLBNLSA-N,CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc2ncsc2c1,9.51,CHEMBL465381
ARMHBFGWFWBOKK-UHFFFAOYSA-N,Cc1ccc(C(C)(C)C)c(SC2=C(O)OC(c3ccccc3)(c3ccccc3)CC2=O)c1,7.92,CHEMBL331724
AROGOLUHMWJZII-VCPMIQRASA-N,COCCOCOCCCc1ccc(C[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1,10.15,CHEMBL49768
ASCSXYIHAHOACD-URORMMCBSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccc(O)cc1,8.48,CHEMBL93540
ASDSSZCIBGGWJI-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(C)(CCc3ccc(O)cc3)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C#N)cc1,8.68,CHEMBL168369
ASFQBMCEHHGOIW-KRCIHTBYSA-N,COCCOCCO[C@H](NC(=O)C(F)(F)C(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C,7.823908740944319,CHEMBL269569
ASHCWUAQZXFJJA-PLXHNDKISA-N,COc1cccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)c1,-0.9799999999998015,CHEMBL344972
ASOGAPFWVCBKBL-UHFFFAOYSA-N,C[Si](C)(C)CC(NC(=O)OCc1ccccc1)C(=O)C(F)(F)C(=O)NCc1ccccc1,4.92,CHEMBL86686
ASQKNPGXHLGLML-URLMMPGGSA-N,COc1ccc2c(CC(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)cc(=O)oc2c1,7.77,CHEMBL4789192
ASYGQLSJYNDTKH-XFTNXAEASA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2nccs2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)C,8.68,CHEMBL325900
ATCBDXYOSWJKFZ-UHFFFAOYSA-N,COC(=O)c1ccc(CSc2c(O)cc(-c3ccccc3)oc2=O)cc1,5.0,CHEMBL14482
ATCBKSSHCYLUOD-RNJNEUBYSA-N,CCCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)CN[C@@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O,6.11,CHEMBL2371777
ATDDZELGJNOYOG-OWHBQTKESA-N,CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CSc1ccc2ccccc2c1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,8.82,CHEMBL164158
ATGDFHAACSGXGG-OUIFVKKZSA-N,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCNC(=O)OC(C)(C)C)S(=O)(=O)c1ccc2ncsc2c1,8.59,CHEMBL2165898
ATKGTYUGMFKFHM-GGEXRMKZSA-N,O=C(NC(Cc1ccccc1)C(O)CN1C/C=C\CCCCCCCC(c2ccccc2)OC1=O)O[C@H]1CO[C@H]2OCC[C@H]21,6.64,CHEMBL59405
ATLOVXNYEUHOMT-CYXNTTPDSA-N,O=C1N[C@H](Cc2ccccc2)[C@H](O)[C@@H](CCc2ccccc2)N1Cc1ccc2[nH]ncc2c1,7.36,CHEMBL37618
ATVFETAYJRAMNU-UDEBCVQESA-N,CC[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H]1c2ccccc2C[C@H]1O,7.46,CHEMBL297633
ATVGQDPVWYFCCA-RQBKSZSXSA-N,CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)N(C)Cc3ccccc3)SC2(C)C)C(C)(C)S1,6.09,CHEMBL316755
ATWKPWWBTFNYMB-UIOOFZCWSA-N,O=C(Cc1cccc2ccccc12)O[C@H]1CNC[C@@H]1OC(=O)Cc1cccc2ccccc12,4.7,CHEMBL5274691
ATZYNQDVPDSIJF-SHUZPENHSA-N,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)c1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,9.17,CHEMBL261952
AUCQXBRRUPAGQY-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(C#Cc2ccccc2)(C(F)(F)F)N1,6.6020599913279625,CHEMBL67270
AUKVOLYSEBFYHJ-KTBNPVTDSA-N,COc1ccc([C@H]2[C@]3(CO)C4NC5[C@@]2(CO)C2NC3[C@@]4(CO)[C@H](c3ccc(OC)cc3)[C@]52CO)cc1,3.6798537138889458,CHEMBL357018
AURPJQJFRPDUHG-DXALZDKFSA-N,CC(C)(C)OC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,6.53,CHEMBL336981
AUTHLCQFZJFGMT-WESAGZJESA-N,O=C1N(Cc2ccccc2)[C@H](Cc2ccc3ccccc3c2)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3ccccc3c2)N1Cc1ccccc1,8.01,CHEMBL262387
AUVSDEFCPNVTSK-UHFFFAOYSA-N,O=C(SCc1c(O)c2ccccc2oc1=O)c1ccccc1,4.0,CHEMBL84281
AUWNLGCUIINJDZ-UBBBDGBOSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2noc3ccccc23)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,8.93,CHEMBL359236
AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,,CHEMBL964
AVAHNMONCARLTC-DTXPUJKBSA-N,CC(C)(C)NC(=O)c1ccccc1SC[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2c1,6.41,CHEMBL176742
AVALAKHRNOPNOX-ODUXRTPKSA-N,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCCOc1cccc(OCCCC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)O)C(C)C)C(C)O)c1)C(C)O)C(=O)N[C@H](C(=O)O)C(C)C,,CHEMBL175200
AVDGGKVTNVUCSS-KDWQSWLXSA-N,CCc1ncc(COC(=O)NC(C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cccnc2)C(C)C)s1,,CHEMBL347868
AVKFJGHNZWYFBR-GQTPQPSSSA-N,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCC(O)CO,10.3,CHEMBL100310
AVRIFGSNWOMHIF-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1CCCCc1ccccc1,3.9586073148417746,CHEMBL88132
AWGKVKVRHIMHQI-CIEVZJJWSA-N,Cc1ccc(O)c(C)c1C(=O)N[C@@H](Cc1cccc(C(F)(F)F)c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C,8.34,CHEMBL325824
AWHVBBSGHXQION-UHFFFAOYSA-N,CC(C)(C)N(CCO)C(=O)c1ccccc1CCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)c1ccccc1,7.05,CHEMBL327567
AWOPQBWUWCOWJO-UKVDXBKXSA-N,COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2ccccn2)cc1)C(C)(C)C,7.8,CHEMBL583370
AWPYNEKNUYDHHS-UHFFFAOYSA-N,Cc1cc(SC2=C(O)OC(C)(CCc3ccc(O)cc3)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,7.91,CHEMBL263268
AWRHPLDWFNPOAL-UIOOFZCWSA-N,CC(C)[C@H](NC(=O)NCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)CCc1ccccc1,8.54,CHEMBL52051
AWUYZKRFZVNVEM-PSWJWLENSA-N,O=S1(=O)N(Cc2ccc(CO)cc2)[C@@H](COc2ccccc2)[C@@H](O)[C@H](O)[C@H](COc2ccccc2)N1Cc1ccc(CO)cc1,8.51,CHEMBL3350109
AWUYZKRFZVNVEM-WZJLIZBTSA-N,O=S1(=O)N(Cc2ccc(CO)cc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccc(CO)cc1,8.51,CHEMBL340616
AWXAHWJTZBZGDD-ZQOZVIGDSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc(Br)cs2)CCN1C[C@@H](O)C[C@@H](Cc1cccnc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,10.52,CHEMBL421568
AWYRSDOPVOSWTG-DXPBQALJSA-N,NC(=O)CC1NC(=O)CCCOc2ccc(cc2)C[C@H]([C@@H](O)CN2CCC[C@H]2C(N)=O)NC1=O,4.44,CHEMBL83023
AWYRSDOPVOSWTG-NPKQBVGDSA-N,NC(=O)CC1NC(=O)CCCOc2ccc(cc2)C[C@H]([C@H](O)CN2CCC[C@H]2C(N)=O)NC1=O,4.8,CHEMBL81942
AWYYUZJMYHHIEM-LQJZCPKCSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)n1cc(CN2CCN(c3ccncc3)CC2)nn1)OC1CCCC1,,CHEMBL386844
AXAUYVWPLNHIEH-UHFFFAOYSA-N,OC(C(COCc1ccc(F)cc1)OCc1ccccc1)C(O)C(COCc1ccc(F)cc1)OCc1ccccc1,5.6,CHEMBL331664
AXBPJOLNOGCNTJ-KKWITKANSA-N,Cc1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C)c2NC(=O)OCc2ccccc2)c1NC(=O)OCc1ccccc1,7.92,CHEMBL87879
AXDYXUUTKFMEMM-YDQXKSBXSA-N,CCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(O)c(O)c1)S(=O)(=O)c1ccc(OC)cc1,8.59,CHEMBL4879286
AXEUVBCBVIQZCZ-BANMPPSNSA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,9.68,CHEMBL297189
AXGPDYSTKSTFJW-HEVIKAOCSA-N,O=C(N[C@@H](Cc1ccccc1)[C@H](Cc1ccccc1)n1cc(CN2CCN(c3ccc(Cl)cc3)CC2)nn1)OC1CCCC1,,CHEMBL262990
AXNQQGQZHIVZCD-SUZQRGGESA-N,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](C(N)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)[C@H](C)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,5.23,CHEMBL1790133
AXRYRYVKAWYZBR-GASGPIRDSA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,10.27,CHEMBL1163
AXTIAEHLYSXLLZ-GRWDXVOCSA-N,CC(C)(C)NC(=O)[C@@H]1CN(Cc2nc3ccccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,8.92,CHEMBL147227
AXUYLLZCOSCKTG-URLMMPGGSA-N,COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(F)c2C)c1,7.39,CHEMBL475279
AXYPLAIABYULIK-ZLBDCPSSSA-N,CC(C)(C)NC(=O)N(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C1CCCCC1,7.54,CHEMBL70394
AYCYZZNXUWCCBA-ASDGIDEWSA-N,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,6.68,CHEMBL3349988
AYCYZZNXUWCCBA-CQJMVLFOSA-N,CC(C)(C)NC(=O)[C@@H]1CCCN1C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,6.68,CHEMBL3085516
AYFXUKGPCFAPOC-FYZVQMPESA-N,CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2ccc(CC)cc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccc(CC)cc1,10.03,CHEMBL349347
AYJMRCUOSGDJMG-LENAEUCASA-N,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1,9.07,CHEMBL122006
